Citations of Worlds apart? The reception of genetically modified foods in Europe and the US (Retracted Article),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timespan: 1900-2025. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results found,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum of the Times Cited,17347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Citations per Item,47.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h-index,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Attitudes to <i>in vitro</i> meat: A survey of potential consumers in the United States,"Wilks, Matti; Phillips, Clive J. C.",,,,PLOS ONE,FEB 16 2017,2017,12,2,,,,,,e0171904,10.1371/journal.pone.0171904,,,278,30.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15,29,38,51,48,51,34
GM foods and the misperception of risk perception,"Gaskell, G; Allum, N; Wagner, W; Kronberger, N; Torgersen, H; Hampel, J; Bardes, J",,,,RISK ANALYSIS,FEB 2004,2004,24,1,,,,185,194,,10.1111/j.0272-4332.2004.00421.x,,,273,12.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,13,14,19,9,12,11,17,15,12,11,14,12,11,12,30,13,13,9,8,6
Public perceptions of agri-food applications of genetic modification - A systematic review and meta-analysis,"Frewer, Lynn J.; van der Lans, Ivo A.; Fischer, Arnout R. H.; Reinders, Machiel J.; Menozzi, Davide; Zhang, Xiaoyong; van den Berg, Isabelle; Zimmermann, Karin L.",,,,TRENDS IN FOOD SCIENCE & TECHNOLOGY,APR 2013,2013,30,2,,,,142,152,,10.1016/j.tifs.2013.01.003,,,264,20.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,13,22,30,29,32,34,33,18,14,9
A meta-analysis of genetically modified food valuation studies,"Lusk, JL; Jamal, M; Kurlander, L; Roucan, M; Taulman, L",,,,JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,APR 2005,2005,30,1,,,,28,44,,,,,263,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,8,9,5,10,9,12,13,18,15,19,29,14,21,19,19,12,13,6
Detection of genetically modified organisms in foods,"Ahmed, FE",,,,TRENDS IN BIOTECHNOLOGY,MAY 2002,2002,20,5,,,,215,223,PII S0167-7799(01)01920-5,10.1016/S0167-7799(01)01920-5,,,263,10.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,19,29,17,19,20,14,18,14,15,11,11,10,6,12,10,4,6,1,8,3,1,3
"Framing, Motivated Reasoning, and Opinions About Emergent Technologies","Druckman, James N.; Bolsen, Toby",,,,JOURNAL OF COMMUNICATION,AUG 2011,2011,61,4,,,,659,688,,10.1111/j.1460-2466.2011.01562.x,,,261,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,18,22,17,23,19,23,23,33,22,17,16,15
"Effect of information about benefits of biotechnology on consumer acceptance of genetically modified food: evidence from experimental auctions in the United States, England, and France","Lusk, JL; House, LO; Valli, C; Jaeger, SR; Moore, M; Morrow, JL; Traill, WB",,,,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,JUN 1 2004,2004,31,2,,,,179,204,,10.1093/erae/31.2.179,,,249,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,7,9,10,5,14,9,17,8,13,9,14,17,17,21,19,16,8,13,5
Expert and public perception of risk from biotechnology,"Savadori, L; Savio, S; Nicotra, E; Rumiati, R; Finucane, M; Slovic, P",,,,RISK ANALYSIS,OCT 2004,2004,24,5,,,,1289,1299,,10.1111/j.0272-4332.2004.00526.x,,,238,10.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,15,4,7,6,14,12,17,9,24,13,8,15,20,24,20,5,4,7
Consumer acceptance of technology-based food innovations: Lessons for the future of nutrigenomics,"Ronteltap, A.; van Trijp, J. C. M.; Renes, R. J.; Frewer, L. J.",,,,APPETITE,JUL 2007,2007,49,1,,,,1,17,,10.1016/j.appet.2007.02.002,,,233,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,9,10,5,14,10,12,9,12,16,23,16,21,24,20,13,10
Laypeople's and experts' perception of nanotechnology hazards,"Siegrist, Michael; Keller, Carmen; Kastenholz, Hans; Frey, Silvia; Wiek, Arnim",,,,RISK ANALYSIS,FEB 2007,2007,27,1,,,,59,69,,10.1111/j.1539-6924.2006.00859.x,,,232,12.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,16,15,23,11,12,12,17,12,14,13,13,13,12,12,9,7,4
"Biotechnology and the American media - The policy process and the elite press, 1970 to 1999","Nisbet, MC; Lewenstein, BV",,,,SCIENCE COMMUNICATION,JUN 2002,2002,23,4,,,,359,391,,10.1177/107554700202300401,,,230,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,11,5,15,15,14,13,12,14,18,12,8,10,8,11,12,14,5,9,7,8,3
European and American perspectives on the meaning of natural,"Rozin, Paul; Fischler, Claude; Shields-Argeles, Christy",,,,APPETITE,OCT 2012,2012,59,2,,,,448,455,,10.1016/j.appet.2012.06.001,,,203,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,11,10,20,15,24,25,23,22,26,17
Public Knowledge of and Attitudes Toward Genetics and Genetic Testing,"Haga, Susanne B.; Barry, William T.; Mills, Rachel; Ginsburg, Geoffrey S.; Svetkey, Laura; Sullivan, Jennifer; Willard, Huntington F.",,,,GENETIC TESTING AND MOLECULAR BIOMARKERS,APR 2013,2013,17,4,,,,327,335,,10.1089/gtmb.2012.0350,,,196,15.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,9,9,16,13,25,27,25,12,17,16,13
Perceived risks and perceived benefits of different nanotechnology foods and nanotechnology food packaging,"Siegrist, Michael; Stampfli, Nathalie; Kastenholz, Hans; Keller, Carmen",,,,APPETITE,SEP 2008,2008,51,2,,,,283,290,,10.1016/j.appet.2008.02.020,,,195,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,15,12,12,17,11,17,12,15,10,21,18,8,6,5,6,4
"The competition for worldviews: Values, information, and public support for stem cell research","Nisbet, MC",,,,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,SPR 2005,2005,17,1,,,,90,112,,10.1093/ijpor/edh058,,,194,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,15,9,9,15,15,13,9,13,10,12,11,13,9,9,8,5,6
