"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Harpin, S.B.; Brooks-Russell, A.; Ma, M.; James, K.A.; Levinson, A.H.","Harpin, Scott Butler (35484064800); Brooks-Russell, Ashley (37660903200); Ma, Ming (57188758041); James, Katherine A. (57213753303); Levinson, Arnold H. (8077235900)","35484064800; 37660903200; 57188758041; 57213753303; 8077235900","Adolescent Marijuana Use and Perceived Ease of Access Before and After Recreational Marijuana Implementation in Colorado","2018","Substance Use and Misuse","53","3","","451","456","63","10.1080/10826084.2017.1334069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027864362&doi=10.1080%2F10826084.2017.1334069&partnerID=40&md5=213c2dad20b89b1b1ebd88d55c5ec754","Taylor and Francis Ltd healthcare.enquiries@informa.com","Article","Final","","Scopus","2-s2.0-85027864362"
"Danovitch, I.; Gorelick, D.A.","Danovitch, Itai (6508018679); Gorelick, David A. (7006167700)","6508018679; 7006167700","The treatment of cannabis use disorder","2018","","","","","105","121","5","10.1016/B978-0-323-54856-4.00007-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082262143&doi=10.1016%2FB978-0-323-54856-4.00007-9&partnerID=40&md5=8e267be0e4c00512174046445d676ee0","Elsevier","Book chapter","Final","","Scopus","2-s2.0-85082262143"
"Beazley, J.C.; Field, S.","Beazley, Jonathan C. (57201612541); Field, Stephanie (57091238100)","57201612541; 57091238100","Cannabis on campus: Changing the dialogue in the wake of legalization","2018","","","","","1","193","0","10.4324/9781315160177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045370783&doi=10.4324%2F9781315160177&partnerID=40&md5=c2e5cac9e80b74f228bb790d9c1e2843","Taylor and Francis","Book","Final","","Scopus","2-s2.0-85045370783"
"Montgomery, L.; Robinson, C.; Seaman, E.L.; Haeny, A.M.","Montgomery, La Trice (55412561000); Robinson, Cendrine D. (56231228200); Seaman, Elizabeth L. (56008734900); Haeny, Angela M. (55826212500)","55412561000; 56231228200; 56008734900; 55826212500","A scoping review and meta-analysis of psychosocial and pharmacological treatments for cannabis and tobacco use among African Americans.","2017","Psychology of Addictive Behaviors","31","8","","922","943","22","10.1037/adb0000326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037069412&doi=10.1037%2Fadb0000326&partnerID=40&md5=91755b93cc35994c41b3fd249839935e","Educational Publishing Foundation","Review","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85037069412"
"Guttmannova, K.; Kosterman, R.; White, H.R.; Bailey, J.A.; Lee, J.O.; Epstein, M.; Jones, T.M.; Hawkins, J.D.","Guttmannova, Katarina (6507986513); Kosterman, Rick (6701746890); White, Helen R. (7402382145); Bailey, Jennifer A. (8773823500); Lee, Jungeun Olivia (37079347000); Epstein, Marina (14422301200); Jones, Tiffany M. (57190257392); Hawkins, John David (56687163400)","6507986513; 6701746890; 7402382145; 8773823500; 37079347000; 14422301200; 57190257392; 56687163400","The association between regular marijuana use and adult mental health outcomes","2017","Drug and Alcohol Dependence","179","","","109","116","61","10.1016/j.drugalcdep.2017.06.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026386218&doi=10.1016%2Fj.drugalcdep.2017.06.016&partnerID=40&md5=7d94d3794ffcc911668ce8d7543579e0","Elsevier Ireland Ltd","Article","Final","","Scopus","2-s2.0-85026386218"
"Brooks, E.; Gundersen, D.C.; Flynn, E.; Brooks-Russell, A.; Bull, S.","Brooks, Elizabeth (16644709600); Gundersen, Doris C. (55922181900); Flynn, Erin (57193644444); Brooks-Russell, Ashley (37660903200); Bull, Sheana Salyers (55946834000)","16644709600; 55922181900; 57193644444; 37660903200; 55946834000","The clinical implications of legalizing marijuana: Are physician and non-physician providers prepared?","2017","Addictive Behaviors","72","","","1","7","72","10.1016/j.addbeh.2017.03.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015367654&doi=10.1016%2Fj.addbeh.2017.03.007&partnerID=40&md5=5ae90376e4e130cef0b8e58371cf5bdc","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85015367654"
"AL-Iede, M.A.; Nunn, K.; Milne, B.; Fitzgerald, D.A.","AL-Iede, Montaha Mohammed (56823547000); Nunn, Kenneth Patrick (7004218578); Milne, Bronwyn G. (8202785500); Fitzgerald, Dominic Adam (7202363778)","56823547000; 7004218578; 8202785500; 7202363778","The consequences of chronic cannabis smoking in vulnerable adolescents","2017","Paediatric Respiratory Reviews","24","","","44","53","5","10.1016/j.prrv.2016.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008195191&doi=10.1016%2Fj.prrv.2016.11.001&partnerID=40&md5=5bc203931f93b38f7ada60c8274d8d48","W.B. Saunders Ltd","Review","Final","","Scopus","2-s2.0-85008195191"
"Pedersen, E.R.; Huang, W.; Dvorak, R.D.; Prince, M.A.; Hummer, J.F.; Anthenien, A.M.; Bravo, A.J.; Conner, B.T.; Correia, C.J.; Egerton, G.A.; Hustad, J.T.P.; Kholodkov, T.; King, K.M.; Liese, B.S.; Messina, B.G.; Murphy, J.G.; Neighbors, C.; Nguyen, X.-T.; Parnes, J.E.; Pearson, M.R.; Radomski, S.A.; Ray, L.A.; Read, J.P.","Pedersen, Eric R. (57217527445); Huang, Wenjing (57056656300); Dvorak, Robert D. (57205455854); Prince, Mark A. (36461725200); Hummer, Justin F. (16304071900); Anthenien, Amber Maree (57188538262); Bravo, Adrian J. (56443626800); Conner, Bradley T. (7004600383); Correia, Christopher J. (7007018629); Egerton, Gregory A. (57193740156); Hustad, John T.P. (20433468900); Kholodkov, Tatyana (54898032900); King, Kevin M. (7202001266); Liese, Bruce S. (7004695016); Messina, Bryan G. (56321121100); Murphy, James G. (7404112504); Neighbors, Clayton R. (7003981689); Nguyen, Xuan Thanh (57193740976); Parnes, Jamie E. (57192169142); Pearson, Matthew R. (35956919900); Radomski, Sharon A. (56500219100); Ray, Lara A. (8514936000); Read, Jennifer P. (7202391795)","57217527445; 57056656300; 57205455854; 36461725200; 16304071900; 57188538262; 56443626800; 7004600383; 7007018629; 57193740156; 20433468900; 54898032900; 7202001266; 7004695016; 56321121100; 7404112504; 7003981689; 57193740976; 57192169142; 35956919900; 56500219100; 8514936000; 7202391795","The Protective Behavioral Strategies for Marijuana Scale: Further examination using item response theory.","2017","Psychology of Addictive Behaviors","31","5","","548","559","61","10.1037/adb0000271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023181035&doi=10.1037%2Fadb0000271&partnerID=40&md5=a6b429394e75a6de33582c1e4779b01e","Educational Publishing Foundation","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85023181035"
"Jouanjus, E.; Raymond, V.; Lapeyre-Mestre, M.; Wolff, V.","Jouanjus, Émilie (37081097500); Raymond, Valentin (57223141992); Lapeyre-Mestre, Maryse (7006617557); Wolff, Valérie (23053600100)","37081097500; 57223141992; 7006617557; 23053600100","What is the Current Knowledge About the Cardiovascular Risk for Users of Cannabis-Based Products? A Systematic Review","2017","Current Atherosclerosis Reports","19","6","26","","","115","10.1007/s11883-017-0663-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018516668&doi=10.1007%2Fs11883-017-0663-0&partnerID=40&md5=c5314520aababe60328f5c1a963555bc","Current Medicine Group LLC 1 info@phl.cursci.com","Review","Final","","Scopus","2-s2.0-85018516668"
"Jones, J.D.; Calkins, M.E.; Scott, J.C.; Bach, E.C.; Gur, R.E.","Jones, Jason D. (56294944800); Calkins, Monica E. (7007180304); Scott, James Cobb (56315037700); Bach, Emily C. (57193632040); Gur, Raquel E. (7103065698)","56294944800; 7007180304; 56315037700; 57193632040; 7103065698","Cannabis Use, Polysubstance Use, and Psychosis Spectrum Symptoms in a Community-Based Sample of U.S. Youth","2017","Journal of Adolescent Health","60","6","","653","659","27","10.1016/j.jadohealth.2017.01.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015299328&doi=10.1016%2Fj.jadohealth.2017.01.006&partnerID=40&md5=5a76b34964cfabf016095bbbfc7d72f6","Elsevier USA","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85015299328"
"Chen, X.; Yu, B.; Lasopa, S.O.; Cottler, L.B.","Chen, Xinguang (Jim) (8310272700); Yu, Bin (57214779967); Lasopa, Sonam O. (56053962300); Cottler, Linda B. (7005149129)","8310272700; 57214779967; 56053962300; 7005149129","Current patterns of marijuana use initiation by age among US adolescents and emerging adults: implications for intervention","2017","American Journal of Drug and Alcohol Abuse","43","3","","261","270","61","10.3109/00952990.2016.1165239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969638277&doi=10.3109%2F00952990.2016.1165239&partnerID=40&md5=df0ae79c1200758dac4122c388bf3706","Taylor and Francis Ltd healthcare.enquiries@informa.com","Article","Final","","Scopus","2-s2.0-84969638277"
"Levine, A.; Clemenza, K.; Rynn, M.; Lieberman, J.","Levine, Amir A. (14520386400); Clemenza, Kelly (57191658374); Rynn, Moira A. (18838283900); Lieberman, Jeffrey (59635334200)","14520386400; 57191658374; 18838283900; 59635334200","Evidence for the Risks and Consequences of Adolescent Cannabis Exposure","2017","Journal of the American Academy of Child and Adolescent Psychiatry","56","3","","214","225","190","10.1016/j.jaac.2016.12.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013167645&doi=10.1016%2Fj.jaac.2016.12.014&partnerID=40&md5=800745bb86d5df67a763e448ad13e75c","Elsevier Inc. usjcs@elsevier.com","Review","Final","","Scopus","2-s2.0-85013167645"
"Terry-McElrath, Y.M.; O'Malley, P.M.; Johnston, L.D.; Bray, B.C.; Patrick, M.E.; Schulenberg, J.E.","Terry-McElrath, Yvonne M. (6506030131); O'Malley, Patrick M. (35552383700); Johnston, Lloyd D. (7202468034); Bray, Bethany C. (57214779327); Patrick, Megan E. (18434562900); Schulenberg, John E. (6701757651)","6506030131; 35552383700; 7202468034; 57214779327; 18434562900; 6701757651","Longitudinal patterns of marijuana use across ages 18–50 in a US national sample: A descriptive examination of predictors and health correlates of repeated measures latent class membership","2017","Drug and Alcohol Dependence","171","","","70","83","67","10.1016/j.drugalcdep.2016.11.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007002883&doi=10.1016%2Fj.drugalcdep.2016.11.021&partnerID=40&md5=7558adf90624358551695305ff920717","Elsevier Ireland Ltd","Article","Final","","Scopus","2-s2.0-85007002883"
"White, H.R.; Beardslee, J.; Pardini, D.","White, Helen R. (7402382145); Beardslee, Jordan (55958958300); Pardini, Dustin A. (6603376882)","7402382145; 55958958300; 6603376882","Early predictors of maturing out of marijuana use among young men","2017","Addictive Behaviors","65","","","56","62","6","10.1016/j.addbeh.2016.09.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992205905&doi=10.1016%2Fj.addbeh.2016.09.007&partnerID=40&md5=5d569b73c4e3b94d8e3734cfbab73039","Elsevier Ltd","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84992205905"
"Aromin, R.A.","Aromin, Romulo Alcalde (14053532700)","14053532700","Substance Abuse Prevention, Assessment, and Treatment for Lesbian, Gay, Bisexual, and Transgender Youth","2016","Pediatric Clinics of North America","63","6","","1057","1077","12","10.1016/j.pcl.2016.07.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002412653&doi=10.1016%2Fj.pcl.2016.07.007&partnerID=40&md5=4eb43a98624932925c88bdb32735b3a8","W.B. Saunders","Review","Final","","Scopus","2-s2.0-85002412653"
"Barthelemy, O.J.; Richardson, M.A.; Cabral, H.J.; Frank, D.A.","Barthelemy, Olivier J. (57004639500); Richardson, Mark A. (35492531200); Cabral, Howard J. (35459118500); Frank, Deborah A. (35462047300)","57004639500; 35492531200; 35459118500; 35462047300","Prenatal, perinatal, and adolescent exposure to marijuana: Relationships with aggressive behavior","2016","Neurotoxicology and Teratology","58","","","60","77","15","10.1016/j.ntt.2016.06.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028278354&doi=10.1016%2Fj.ntt.2016.06.009&partnerID=40&md5=47755493a6e611c252d7ef1337929b69","Elsevier Inc. usjcs@elsevier.com","Review","Final","","Scopus","2-s2.0-85028278354"
"Beardslee, J.; Hipwell, A.; Lewis, D.A.; Loeber, R.; Pardini, D.","Beardslee, Jordan (55958958300); Hipwell, Alison E. (6602592821); Lewis, David A. (57058875800); Loeber, Rolf (7005202541); Pardini, Dustin A. (6603376882)","55958958300; 6602592821; 57058875800; 7005202541; 6603376882","Concurrent and sustained cumulative effects of adolescent marijuana use on subclinical psychotic symptoms","2016","American Journal of Psychiatry","173","8","","781","789","65","10.1176/appi.ajp.2016.15070878","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991201225&doi=10.1176%2Fappi.ajp.2016.15070878&partnerID=40&md5=1db7b7538521ac6e3568a229f12ea93e","American Psychiatric Association","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84991201225"
"Danielsson, A.-K.; Lundin, A.; Allebeck, P.; Agardh, E.","Danielsson, Anna Karin (57201231336); Lundin, Andreas H. (26635439100); Allebeck, Peter (7005187575); Agardh, Emilie Elisabet (57202373873)","57201231336; 26635439100; 7005187575; 57202373873","Cannabis use and psychological distress: An 8-year prospective population-based study among Swedish men and women","2016","Addictive Behaviors","59","","","18","23","25","10.1016/j.addbeh.2016.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977657847&doi=10.1016%2Fj.addbeh.2016.03.005&partnerID=40&md5=aba3c92de11f7c1c270a974fbd90e3e2","Elsevier Ltd","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84977657847"
"Meier, M.H.; Caspi, A.; Cerdá, M.; Hancox, R.J.; Harrington, H.; Houts, R.; Poulton, R.; Ramrakha, S.; Thomson, W.M.; Moffitt, T.E.","Meier, Madeline H. (16068882500); Caspi, Avshalom (7102382566); Cerdá, Magdalena (23986969700); Hancox, R. J. (57209027054); Harrington, Hona Lee (7006621849); Houts, Renate M. (7004454931); Poulton, Richie G. (7006256743); Ramrakha, Sandhya (21934858400); Thomson, W. Murray (7201689009); Moffitt, Terrie Edith (7005557909)","16068882500; 7102382566; 23986969700; 57209027054; 7006621849; 7004454931; 7006256743; 21934858400; 7201689009; 7005557909","Associations between cannabis use and physical health problems in early midlife a longitudinal comparison of persistent cannabis vs tobacco users","2016","JAMA Psychiatry","73","7","","731","740","101","10.1001/jamapsychiatry.2016.0637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978173246&doi=10.1001%2Fjamapsychiatry.2016.0637&partnerID=40&md5=36c8a4492f4aeaf07f643e5351feefb1","American Medical Association smcleod@itsa.ucsf.edu","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84978173246"
"Pedersen, E.R.; Hummer, J.F.; Rinker, D.V.; Traylor, Z.K.; Neighbors, C.","Pedersen, Eric R. (57217527445); Hummer, Justin F. (16304071900); Rinker, Dipali Venkataraman (35330802000); Traylor, Zach K. (58685662600); Neighbors, Clayton R. (7003981689)","57217527445; 16304071900; 35330802000; 58685662600; 7003981689","Measuring protective behavioral strategies for marijuana use among young adults","2016","Journal of Studies on Alcohol and Drugs","77","3","","441","450","86","10.15288/jsad.2016.77.441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969262336&doi=10.15288%2Fjsad.2016.77.441&partnerID=40&md5=c77d42e85eb28c196e1ffa0a368a1283","Alcohol Research Documentation Inc. 607 Allison Rd. Piscataway NJ 08854-8001","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84969262336"
"Yurasek, A.; Hadley, W.","Yurasek, Ali M. (36731691100); Hadley, Wendy S. (7005728603)","36731691100; 7005728603","Commentary: Adolescent marijuana use and mental health amidst a changing legal climate","2016","Journal of Pediatric Psychology","41","3","","287","289","6","10.1093/jpepsy/jsw005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987934430&doi=10.1093%2Fjpepsy%2Fjsw005&partnerID=40&md5=e6e3d462be2a962c73df618c32924288","Oxford University Press jnl.info@oup.co.uk","Article","Final","All Open Access; Bronze Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-84987934430"
"Effertz, T.; Verheyen, F.; Linder, R.","Effertz, Tobias (36157629000); Verheyen, Frank (55490897600); Linder, Roland (7102201033)","36157629000; 55490897600; 7102201033","Economic and intangible costs of cannabis consumption in Germany; Ökonomische und intangible kosten des cannabiskonsums in Deutschland","2016","Sucht","62","1","","31","41","12","10.1024/0939-5911.a000406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960349911&doi=10.1024%2F0939-5911.a000406&partnerID=40&md5=f7f8bb928da3b1e3ed9102ce161f893d","Hogrefe Verlag GmbH & Co. KG verlag@hogrefe.de","Article","Final","","Scopus","2-s2.0-84960349911"
"Miller, S.M.","Miller, Stephen M. (57199004160)","57199004160","Legalization and the effect on youth: Articulating a clear and effective marijuana policy","2016","","","","","85","93","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022040623&partnerID=40&md5=020bd6ae91c3a8fb17b8ac85c6353d2e","Nova Science Publishers, Inc.","Book chapter","Final","","Scopus","2-s2.0-85022040623"
"White, H.R.; Beardslee, J.; Loeber, R.; Pardini, D.","White, Helen R. (7402382145); Beardslee, Jordan (55958958300); Loeber, Rolf (7005202541); Pardini, Dustin A. (6603376882)","7402382145; 55958958300; 7005202541; 6603376882","Divergent marijuana trajectories among men: Socioeconomic, relationship, and life satisfaction outcomes in the mid-30s","2015","Drug and Alcohol Dependence","156","","5756","62","69","27","10.1016/j.drugalcdep.2015.08.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946501133&doi=10.1016%2Fj.drugalcdep.2015.08.031&partnerID=40&md5=d771a63cafaa855a80efe3bcfe8998b2","Elsevier Ireland Ltd","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84946501133"
"Eisenstein, M.","Eisenstein, Michael (57219512382)","57219512382","Showdown at the cannabis corral","2015","Nature","525","7570","","S15","S17","18","10.1038/525S15a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942412075&doi=10.1038%2F525S15a&partnerID=40&md5=a36e265a9b4c089a3b0ed72ffffadbd4","Nature Publishing Group Houndmills Basingstoke, Hampshire RG21 6XS","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84942412075"
